                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20                                       21                                       22                                       23                                       24                                       25                                       26                                       27                                       28                                       29                                       30                                       31                                       32                                       33                                       34                                       35                                       36                                       37                                       38                                       39                                       40                                       41                                       42                                       43                                       44                                       45                                       46                                       47                                       48                                       49                                       50                                       51                                       52 
                            model_number                                num_zones                             initial_mass                                initial_z                                 star_age                                time_step                                     Teff                            photosphere_L                            photosphere_r                               center_eta                                center_h1                               center_he3                               center_he4                               center_c12                               center_n14                               center_o16                              center_ne20                                star_mass                                star_mdot                             star_mass_h1                            star_mass_he3                            star_mass_he4                            star_mass_c12                            star_mass_n14                            star_mass_o16                           star_mass_ne20                             he_core_mass                              c_core_mass                              o_core_mass                             si_core_mass                             fe_core_mass                   neutron_rich_core_mass                               tau10_mass                             tau10_radius                              tau100_mass                            tau100_radius                             dynamic_time                             kh_timescale                            nuc_timescale                           power_nuc_burn                             power_h_burn                            power_he_burn                                power_neu                                burn_min1                                burn_min2                             time_seconds                           version_number                                 compiler                                    build                         MESA_SDK_version                             math_backend                                     date 
                                    6250                                      819                  2.0000000000000000E+000                  2.0000000000000000E-002                  1.0908711667051449E+009                  2.0803489015680593E+003                  4.8323395436365290E+003                  5.6044123366002914E+001                  1.0695694555975138E+001                  1.5456132825129686E+001                  1.3418745688414941E-036                  4.0253396546081004E-036                  9.8026915597975339E-001                  3.8085600830347688E-004                  1.4266436226927633E-002                  1.6057690807954530E-003                  2.5206762633794163E-003                  1.9878764607057176E+000                 -1.2073630472801489E-011                  1.0727517263301369E+000                  4.5611005002351102E-004                  8.6555022855493025E-001                  1.3192035475802416E-002                  1.0022230991317667E-002                  1.7835387280746594E-002                  6.1661326585565812E-003                  4.3575897257442131E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.9878763514794309E+000                  1.0684192303749617E+001                  1.9878763071462200E+000                  1.0680287130032855E+001                  2.4840044181553693E+005                  1.5474593476469247E+005                  3.5469846637151414E+008                  5.8796328080805154E+001                  4.5645258392088259E+001                  1.2051725471207980E+001                  3.1791092654808262E+000                  5.0000000000000000E+001                  1.0000000000000000E+003                  3.4425875892102032E+016                                  "12778"                               "gfortran"                                  "9.2.0"                    "x86_64-linux-20.3.2"                                 "CRMATH"                               "20250226" 

                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20                                       21                                       22                                       23                                       24                                       25                                       26                                       27                                       28                                       29                                       30                                       31                                       32                                       33                                       34                                       35                                       36                                       37                                       38                                       39                                       40                                       41                                       42                                       43                                       44                                       45                                       46                                       47                                       48                                       49                                       50                                       51                                       52                                       53                                       54                                       55                                       56 
                                    mass                                   radius                               luminosity                                 pressure                                   logRho                                     logT                                   energy                                  entropy                                       cp                                   gamma1                                    grada                                       mu                                   free_e                                       ye                                     pgas                                     prad                                    gradr                                    gradT                                 velocity                                 conv_vel                                  opacity                                  eps_nuc                                       pp                                      cno                                 tri_alfa                        eps_nuc_neu_total                              non_nuc_neu                                 eps_grav                                       h1                                      he3                                      he4                                      c12                                      n14                                      o16                                     ne20                                     mg24                                     si28                                      s32                                     ar36                                     ca40                                     ti44                                     cr48                                     fe52                                     fe54                                     fe56                                     ni56                                      eta                                log_omega                                    v_rot                                    j_rot                           dynamo_log_B_r                         dynamo_log_B_phi                               log_D_conv                               log_D_semi                                log_D_ovr                               log_D_thrm 
                 1.9878764607057176E+000                  1.0695694555975138E+001                  5.6044123366002914E+001                  7.6472526647681734E+003                 -7.6017849111258187E+000                  3.6841579223639460E+000                  1.9451996686105571E+012                  1.9852503186445382E+001                  1.6082853886473379E+008                  1.6539913569281774E+000                  3.9439329631416248E-001                  1.3104406587751443E+000                  1.8900647606054409E-004                  8.4579542613689407E-001                  7.6458774725092417E+003                  1.3751922589314862E+000                  1.2501179294484882E-001                  1.2501179294484882E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  4.1524742982673481E-002                  3.5805697491494814E-027                  3.5805697491494822E-027                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.4324648362491459E-028                  0.0000000000000000E+000                 -1.4235927119703566E+000                  6.9149113972715393E-001                  2.9913763990281383E-004                  2.8798570025981562E-001                  2.7515435110844469E-003                  2.8302222596332431E-003                  1.1172226365052695E-002                  2.5129237964844689E-003                  9.5710644087272569E-004                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                 -1.9512359713726735E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001 
                 1.9878764607047237E+000                  1.0695694392893664E+001                  5.6044123366003653E+001                  7.6474169561321833E+003                 -7.6017766867579200E+000                  3.6841590887596349E+000                  1.9452009204553379E+012                  1.9852489410124306E+001                  1.6082853449217266E+008                  1.6539911744259319E+000                  3.9439323129720183E-001                  1.3104409691889733E+000                  1.8898521976460839E-004                  8.4579542613689407E-001                  7.6460417490996178E+003                  1.3752070325655517E+000                  1.2501330636111307E-001                  1.2501330636111307E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  4.1525518440416395E-002                  3.5806375664511485E-027                  3.5806375664511485E-027                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.4324919676574790E-028                  0.0000000000000000E+000                 -1.4235501179045520E+000                  6.9149113972715393E-001                  2.9913763990281378E-004                  2.8798570025981562E-001                  2.7515435110844469E-003                  2.8302222596332431E-003                  1.1172226365052695E-002                  2.5129237964844685E-003                  9.5710644087272558E-004                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                 -1.9512442854196276E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001 
                 1.9878764607033026E+000                  1.0695694159726976E+001                  5.6044123366004690E+001                  7.6476103075638994E+003                 -7.6017670079296025E+000                  3.6841604614820316E+000                  1.9452023937475876E+012                  1.9852473197693538E+001                  1.6082852934606209E+008                  1.6539909596569002E+000                  3.9439315478623654E-001                  1.3104413344791592E+000                  1.8896020858278072E-004                  8.4579542613689407E-001                  7.6462350831441508E+003                  1.3752244197487304E+000                  1.2501763408281225E-001                  1.2501763408281225E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  4.1526431067695657E-002                  3.5807173787310167E-027                  3.5807173787310174E-027                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.4325238978508352E-028                  0.0000000000000000E+000                 -1.4234952811193673E+000                  6.9149113972715393E-001                  2.9913763990281378E-004                  2.8798570025981562E-001                  2.7515435110844469E-003                  2.8302222596332431E-003                  1.1172226365052695E-002                  2.5129237964844685E-003                  9.5710644087272558E-004                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                 -1.9512540694313135E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001 
                 1.9878764607018813E+000                  1.0695693926565426E+001                  5.6044123366005749E+001                  7.6479240275642642E+003                 -7.6017513042897535E+000                  3.6841626887945629E+000                  1.9452047842521277E+012                  1.9852446893906709E+001                  1.6082852099632692E+008                  1.6539906112199418E+000                  3.9439303065884429E-001                  1.3104419271041594E+000                  1.8891963860377447E-004                  8.4579542613689407E-001                  7.6465487749324511E+003                  1.3752526318133953E+000                  1.2502196181984693E-001                  1.2502196181984693E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  4.1527911852650000E-002                  3.5808468758036293E-027                  3.5808468758036293E-027                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.4325757052490748E-028                  0.0000000000000000E+000                 -1.4234063119212417E+000                  6.9149113972715393E-001                  2.9913763990281378E-004                  2.8798570025981562E-001                  2.7515435110844469E-003                  2.8302222596332431E-003                  1.1172226365052695E-002                  2.5129237964844685E-003                  9.5710644087272580E-004                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                 -1.9512699428127494E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001 
                 1.9878764606986910E+000                  1.0695693403119217E+001                  5.6044123366008094E+001                  7.6483581162014279E+003                 -7.6017295767527102E+000                  3.6841657707538582E+000                  1.9452080920478882E+012                  1.9852410500969270E+001                  1.6082850944220501E+008                  1.6539901291615973E+000                  3.9439285893547538E-001                  1.3104427469690081E+000                  1.8886352580567371E-004                  8.4579542613689407E-001                  7.6469828245312847E+003                  1.3752916701430644E+000                  1.2503167796343809E-001                  1.2503167796343809E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  4.1529960813993662E-002                  3.5810260555194185E-027                  3.5810260555194185E-027                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.4326473889922288E-028                  0.0000000000000000E+000                 -1.4232832184210225E+000                  6.9149113972715393E-001                  2.9913763990281378E-004                  2.8798570025981562E-001                  2.7515435110844469E-003                  2.8302222596332431E-003                  1.1172226365052695E-002                  2.5129237964844685E-003                  9.5710644087272580E-004                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                 -1.9512919035844185E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001 
                 1.9878764606955004E+000                  1.0695692879699102E+001                  5.6044123366010446E+001                  7.6490700874846116E+003                 -7.6016939434949906E+000                  3.6841708257295385E+000                  1.9452135174995828E+012                  1.9852350818693640E+001                  1.6082849049184379E+008                  1.6539893386867739E+000                  3.9439257735769973E-001                  1.3104440913014674E+000                  1.8877155181084134E-004                  8.4579542613689407E-001                  7.6476947317820841E+003                  1.3753557025273093E+000                  1.2504139418192714E-001                  1.2504139418192714E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  4.1533321487069494E-002                  3.5813199304640243E-027                  3.5813199304640243E-027                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.4327649584166231E-028                  0.0000000000000000E+000                 -1.4230813546843724E+000                  6.9149113972715393E-001                  2.9913763990281378E-004                  2.8798570025981562E-001                  2.7515435110844469E-003                  2.8302222596332431E-003                  1.1172226365052695E-002                  2.5129237964844685E-003                  9.5710644087272569E-004                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                 -1.9513279146357327E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001 
                 1.9878764606882251E+000                  1.0695691686240389E+001                  5.6044123366015803E+001                  7.6507083347025073E+003                 -7.6016119664831079E+000                  3.6841824577581601E+000                  1.9452260023321863E+012                  1.9852213526081133E+001                  1.6082844688578439E+008                  1.6539875206202233E+000                  3.9439192979853810E-001                  1.3104471828833759E+000                  1.8856019870713944E-004                  8.4579542613689407E-001                  7.6493328316434317E+003                  1.3755030590752388E+000                  1.2506355043074843E-001                  1.2506355043074843E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  4.1541054711191613E-002                  3.5819961036340769E-027                  3.5819961036340769E-027                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.4330354724289724E-028                  0.0000000000000000E+000                 -1.4226170006343068E+000                  6.9149113972715393E-001                  2.9913763990281378E-004                  2.8798570025981562E-001                  2.7515435110844469E-003                  2.8302222596332431E-003                  1.1172226365052695E-002                  2.5129237964844685E-003                  9.5710644087272569E-004                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                 -1.9514107391446732E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001 
                 1.9878764606714183E+000                  1.0695688929777482E+001                  5.6044123366028195E+001                  7.6534941890304244E+003                 -7.6014726129094123E+000                  3.6842022403348960E+000                  1.9452472362494080E+012                  1.9851980176923647E+001                  1.6082837271506223E+008                  1.6539844315699297E+000                  3.9439082974175232E-001                  1.3104524347429150E+000                  1.8820167344741557E-004                  8.4579542613689407E-001                  7.6521184353259914E+003                  1.3757537044329931E+000                  1.2511473447395627E-001                  1.2511473447395627E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  4.1554206126124163E-002                  3.5831458304285336E-027                  3.5831458304285336E-027                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.4334954392274912E-028                  0.0000000000000000E+000                 -1.4218277979305831E+000                  6.9149113972715393E-001                  2.9913763990281378E-004                  2.8798570025981562E-001                  2.7515435110844469E-003                  2.8302222596332431E-003                  1.1172226365052695E-002                  2.5129237964844685E-003                  9.5710644087272569E-004                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                 -1.9515514683979905E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001 
                 1.9878764606472734E+000                  1.0695684971019812E+001                  5.6044123366045966E+001                  7.6580017547886509E+003                 -7.6012472660290387E+000                  3.6842342538033472E+000                  1.9452816009799880E+012                  1.9851602926636662E+001                  1.6082825268476534E+008                  1.6539794404004673E+000                  3.9438905284079828E-001                  1.3104609176486428E+000                  1.8762393868426261E-004                  8.4579542613689407E-001                  7.6566255953766313E+003                  1.3761594120197451E+000                  1.2518827064085816E-001                  1.2518827064085816E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  4.1575488027584200E-002                  3.5850058199055108E-027                  3.5850058199055108E-027                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.4342395580991479E-028                  0.0000000000000000E+000                 -1.4205520024676095E+000                  6.9149113972715393E-001                  2.9913763990281378E-004                  2.8798570025981562E-001                  2.7515435110844469E-003                  2.8302222596332431E-003                  1.1172226365052695E-002                  2.5129237964844685E-003                  9.5710644087272569E-004                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                 -1.9517788569146308E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001 
